Build Name,Position,Height,Weight,Close Shot,Driving Layup,Driving Dunk,Standing Dunk,Post Control,Midrange Shot,Threepoint Shot,Free Throw,Pass Accuracy,Ball Handle,Speed With Ball,Interior Defense,Perimeter Defense,Steal,Block,Offensive Rebound,Defensive Rebound,Speed,Agility,Strength,Vertical
Rim-Reaping Skilled Popper,Power Forward,"6'10""",233-238,65-86,70-75,64-80,72,56-67,73-85,82-83,70-77,65-81,77-78,67-68,75-82,73-74,67-73,84-88,70-80,85-90,76-77,70-71,90-91,76-77
Rim-Reaping Skilled Stretch,Power Forward,"6'9""",240,79,65,75,65,50,89,80,75,76,80,70,82,74,44,84,79,92,78,75,84,80
Rim-Reaping Slasher,Power Forward,"6'9"" to 6'10""",227-228,75-80,85-90,91,58-72,50-58,70-78,43-80,53-73,71-76,75-80,68-71,74-82,71-72,60-79,84,75-80,85-92,78-80,70-73,75-84,80
Rim-Reaping Stretch Lob Threat,Power Forward,"6'10"" to 6'11""",247-252,75,69-75,76,90,51-76,72-75,82-85,59-81,53-65,51-71,44-60,81-82,62-70,47-80,84-88,71-82,92-96,64-71,60-63,83-88,80-88
Rim-Reaping Stretch Rim Rocker,Power Forward,"6'9"" to 7'0""",228-252,70-98,65-80,84-93,60-81,56-75,74-80,82-90,61-80,36-76,45-73,37-65,72-82,39-75,45-73,84-93,67-80,88-94,67-81,55-74,83-98,75-86
Rim-Reaping Stretch Riser,Power Forward,"7'0""",269,83,58,75,90,61,88,90,65,70,71,51,82,62,37,84,80,96,65,50,83,77
Rim-Reaping Stretch Slasher,Power Forward,"6'9""",248,75,80,93,59,51,77,85,60,71,80,70,80,74,46,84,70,92,80,75,73,80
Rim-Reaping Tempo Pusher,Power Forward,"6'9""",239,75,70,80,82,67,70,80,82,77,75,70,74,74,79,88,67,92,72,71,80,80
Rim-Rocking Mid-Post Eraser,Power Forward,"6'11"" to 7'0""",223-233,82,80,88-89,81,87,82-83,80,80-82,76-82,65-70,60,78-82,62-63,33-42,88,92,78-80,72-75,55-66,75-83,78-80
Rim-Rocking Post Board Hunter,Power Forward,"6'10""",248,84,81,86,81,87,80,80,57,53,71,66,76,76,46,75,92,92,72,60,75,75
Rim-Rocking Stretch Crasher,Power Forward,"6'11""",236,77,69,89,77,58,75,85,60,80,73,64,71,45,72,82,92,81,75,66,91,87
Rim-Rocking Stretch Eraser,Power Forward,"6'9"" to 7'0""",211-246,75-87,70-80,83-95,60-81,64-84,74-92,83-89,62-83,59-82,64-73,64-68,74-82,60-76,47-79,88-93,52-80,71-80,70-80,66-75,73-94,80-91
Rim-Running Board Enforcer,Power Forward,"6'8"" to 6'9""",234-263,75,74,90-94,58-81,47-49,72-81,80-81,59-66,34-65,54-59,50-54,90,64,68-70,82-83,88-90,87-90,80-83,65-76,82-84,74-92
Rim-Running Glass Guardian,Power Forward,"7'0""",215,89,73,89,90,79,80,78,61,43,67,65,80,69,39,92,84,90,76,68,73,79
Rim-Running Putback Eraser,Power Forward,"6'9"" to 6'11""",235-247,81-84,80-85,75-93,74-90,59-75,70-71,80,61-73,25-75,45-70,50-55,74-77,50-71,48-72,88-93,85-96,80-81,75-80,66-70,83-84,83-84
Rim-Wrecking Board Enforcer,Power Forward,"7'0""",240,84,80,80,85,59,71,78,80,78,56,52,92,66,61,86,86,89,71,60,84,80
Rim-Wrecking Glass Guardian,Power Forward,"6'10"" to 7'0""",225-248,71-80,80-81,89-91,85-93,76-80,56-70,56-80,43-56,55-69,63-65,58-63,75-81,44-62,38-66,84,85-92,88-95,69-74,56-64,80-84,81-85
Shot-Creating Point Four,Power Forward,"6'9""",248,80,75,80,81,79,82,86,82,87,77,68,75,74,73,81,62,80,74,70,84,79
Shot-Erasing 3-Level Bully,Power Forward,"6'11""",235,85,70,80,81,86,85,83,61,71,73,64,75,65,67,85,80,80,75,64,90,84
Shot-Erasing 3-Level Crasher,Power Forward,"7'0""",223-240,82-94,85-92,60-89,60-90,84-96,85-87,82-84,76-92,50-76,65-70,60,77-80,43-62,40-60,84-94,89-96,74-85,71-75,60-64,75,65-78
Shot-Erasing 3-Level Creator,Power Forward,"6'9"" to 6'11""",210-248,75-86,70-88,86-93,53-85,48-87,80-94,81-91,60-84,65-80,70-80,68-73,70-85,67-75,42-73,84-90,55-92,65-84,70-83,65-82,67-84,75-88
Shot-Erasing 3-Level Dimer,Power Forward,"6'11""",213,85-86,70-80,87,75-81,60-86,77-91,63-90,77-87,85-88,73-75,68,74-82,72-75,42-60,88,55-75,80,79,70-72,82,77-83
Shot-Erasing 3-Level Scorer,Power Forward,"6'11"" to 7'0""",210-227,81-91,80-93,74-89,65-92,56-90,84-94,83-91,62-92,48-81,71-75,65-68,65-85,62-77,39-70,74-88,55-80,70-85,70-79,65-73,73-83,75-88
Shot-Erasing Blow-By Slasher,Power Forward,"6'8""",234,76,76,96,59,53,70,80,61,71,86,75,80,55,53,85,44,60,85,80,85,88
Shot-Erasing Board Enforcer,Power Forward,"6'9"" to 6'11""",215-250,71-81,60-80,75-80,72-82,52-57,65-78,75-80,56-82,65-75,45-55,50-60,88-90,50-80,45-67,84-90,85-92,85-92,76-80,70-75,72-92,75-90
Shot-Erasing Diming Popper,Power Forward,"6'9""",229,66,75,80,72,70,75,83,70,87,70,61,75,74,78,84,78,83,82,75,88,70
Shot-Erasing Mid-Range Slasher,Power Forward,"6'9"" to 7'0""",210-233,80-85,80-85,85-89,60-85,51-80,89-90,70-80,74-76,75-77,74-80,64-70,74-82,60-74,45-67,84-90,50-80,75-80,75-80,65-78,80-81,75-84
Shot-Erasing Putback Pro,Power Forward,"6'11""",231-232,87,90-92,90-93,81-85,62-78,70,69-78,79-84,70-71,52-60,44-64,77-81,40-50,36-73,88-90,91-92,80,70-73,67,71-75,80-85
Shot-Erasing Rim Runner,Power Forward,"6'10"" to 7'0""",215-228,90-92,67-90,87-88,72-90,67-79,80,78-80,69-70,71-82,65-67,48-65,78-82,69-72,39-48,88-93,75-80,75-80,76-77,68-70,73-79,80-85
Shot-Erasing Skilled Popper,Power Forward,"6'11""",234,80,75,80,75,62,80,90,90,71,75,55,82,72,60,84,85,80,75,66,91,80
Shot-Erasing Skilled Stretch,Power Forward,"6'9""",210,80-81,77,80-81,70-72,50-53,89-90,90,82-84,71,80,73,85,70,42,86-87,70,70,83,82,75,84-85
Shot-Erasing Stretch Dimer,Power Forward,"6'10""",213,82,70,75,72,60,92,89,70,85,73,68,82,71,69,84,65,80,78,70,80,77
Shot-Erasing Stretch Dunker,Power Forward,"6'11""",215,75,75,87,72,79,80,89,78,71,71,65,77,72,67,93,80,80,75,70,82,80
Shot-Erasing Stretch Riser,Power Forward,"6'11""",210,88,75,80,90,72,90,80,87,72,73,68,77,72,60,93,57,81,75,71,75,80
Shot-Erasing Stretch Slasher,Power Forward,"6'10""",210,80,74,93,81,57,75,85,73,70,78,71,80,55,70,84,73,80,77,69,76,80
Skilled Stretch Board Enforcer,Power Forward,"6'9""",268,78,65,59,70,62,85,83,66,60,75,68,87,48,55,72,92,94,78,72,92,70
Skilled Stretch Four,Power Forward,"6'8"" to 6'9""",228-247,80,71-81,78-80,77-81,51-56,84-95,83-84,70-73,65-70,79-86,64-75,74-81,73-74,44-73,51-80,44-80,61-84,80-86,65-77,79-84,83
Slashing Board Enforcer,Power Forward,"6'6"" to 6'10""",230-265,73-77,77-80,84-96,50-80,35-51,68-73,76-78,51-91,53-82,75-80,65-75,86-90,44-75,47-60,80-90,86-91,88-92,65-76,55-81,73-84,80-92
Slashing Glass Guardian,Power Forward,"6'8""",243-245,73-80,70-76,85-89,50-72,57-60,70-74,78-83,53-66,70-82,70-86,55-75,70-80,53-70,60-73,84-86,85-86,92,83-85,70-79,83-85,80-85
Slashing Poster Dunker,Power Forward,"6'10""",230,80,85,93,92,64,65,75,81,60,77,68,70,50,65,70,80,70,75,72,85,90
Snatch & Slash Rim Rocker,Power Forward,"6'8""",219,69,70,89,49,50,71,81,75,71,85,75,67,74,85,74,67,92,86,77,83,78
Speedy Offensive Engine,Power Forward,"6'9"" to 6'11""",210,73-89,70-82,87-92,54-72,51-79,81-94,87-91,65-91,85-86,75-80,68-73,74-83,60-77,47-67,78-80,55-80,80,79-80,71-73,63-84,77-83
Stretch Board Enforcer,Power Forward,"6'9"" to 7'0""",223-250,67-81,63-85,65-81,53-82,50-64,76-85,82-90,59-65,50-84,45-78,42-59,90-92,42-77,50-63,75-91,80-94,90-93,69-82,56-73,72-84,67-83
Stretch Four Cleaner,Power Forward,"6'9""",250,76,76,80,80,47,74,84,59,75,56,54,71,55,75,80,80,96,80,65,82,85
Stretch Glass Guardian Dunker,Power Forward,"6'8""",240-272,76-79,75-76,94-96,85-86,48-54,71,81,56-57,36-48,61,57-61,74-78,71,70-73,88,83-84,92,80,65-66,83,80-82
Switch-Defending Cleaner,Power Forward,"6'9""",234-248,66-69,41-53,57-73,50-60,56-61,70-78,79-80,56-81,40-76,46-53,50-54,85-90,82-86,79-80,63-80,69-81,94-96,80,75-78,91-94,60-85
Table-Setting Glass Guardian,Power Forward,"6'10""",249,75,53,73,77,56,35,25,35,93,58,45,82,72,60,88,90,94,74,68,91,88
Triple-Double Threat,Power Forward,"6'11"" to 7'0""",213-230,82-85,80-90,87,66-75,58-87,86-89,83-85,61-88,85-94,65-73,60-68,80-82,62-74,60-72,84-87,60-92,80-88,73-75,60-68,75-79,75-77
Versatile Paint Bully,Power Forward,"6'9""",234,84,90,93,59,59,91,88,66,70,80,71,74,59,33,49,40,56,81,78,93,80
Versatile Paint Finisher,Power Forward,"6'10""",245,89,90,92,80,64,77,66,77,80,67,62,82,71,69,74,80,80,64,58,78,83
Versatile Scorer,Power Forward,"6'8"" to 6'10""",210-214,80-84,70-75,87-92,85-92,45-79,90-93,80-83,67-75,65-72,78-80,70-75,60-67,70-71,41-62,80-82,61-75,70-84,80,75,62-75,80-86
Versatile-Scoring Cleaner,Power Forward,"6'8"" to 6'10""",215-244,74-84,70-80,87-93,53-81,50-81,87-89,83-86,70-98,55-85,73-85,68-75,70-82,50-73,41-60,78-84,64-84,85-92,75-82,71-79,73-83,77-80
Versatile-Scoring Crasher,Power Forward,"6'9""",225,79,72,89,57,53,89,86,70,66,80,71,83,55,74,84,84,80,82,79,70,85
Versatile-Scoring-Cleaner,Power Forward,"6'8"" to 6'10""",213-258,75-77,71-73,89-93,54-72,51-53,85-89,82-85,60-66,65-71,77-86,70-75,70-82,50-75,50-60,75-84,70-80,90-92,80,75,75-84,80
Walking Bucket,Power Forward,"6'9"" to 7'0""",210-249,82-94,70-93,60-93,65-85,60-90,85-94,83-91,66-92,50-84,73-80,64-71,65-83,50-77,31-73,48-84,43-78,59-85,75-80,62-76,69-86,66-92
Yamming Force of Nature,Power Forward,"6'8""",262,76,76,96,85,56,63,73,48,36,61,58,71,74,60,78,85,93,84,76,91,90
