Build Name,Position,Height,Weight,Close Shot,Driving Layup,Driving Dunk,Standing Dunk,Post Control,Midrange Shot,Threepoint Shot,Free Throw,Pass Accuracy,Ball Handle,Speed With Ball,Interior Defense,Perimeter Defense,Steal,Block,Offensive Rebound,Defensive Rebound,Speed,Agility,Strength,Vertical
Shot-Erasing Post Creator,Center,"6'10""",240,82,63,83,94,87,44,30,69,64,78,67,82,42,50,95,62,85,71,70,87,85
Shot-Erasing Putback Bully,Center,"7'1""",260,84,63,75,95,75,68,78,53,82,45,27,82,61,37,84,96,81,60,47,87,77
Shot-Erasing Putback Stretch,Center,"7'0""",246,81,56,66,94,66,80,83,60,82,47,25,83,50,45,93,94,83,65,50,90,77
Shot-Erasing Stretch Dimer,Center,"7'4""",242,85,60,55,80,60,90,89,89,95,45,26,78,60,38,93,90,80,57,43,83,70
Shot-Erasing Stretch Riser,Center,"7'0"" to 7'4""",230-246,78-90,59-77,65-73,90,65-80,83-90,80-89,60-82,71-76,26-50,25-34,75-82,50-59,36-60,88-93,84-94,81-84,56-70,42-58,81-95,70-80
Shot-Erasing Stretch Slasher,Center,"6'10""",215,75,80,85,70,51,75,85,62,55,75,70,80,74,45,90,80,80,79,75,84,90
Silk Stretch,Center,"7'0""",246,89,80,80,85,90,94,89,71,76,71,55,82,35,60,84,65,85,65,55,84,77
Skilled Stretch Five,Center,"6'10""",216-221,84,75-80,62-80,60-81,79-85,81-84,81-91,68-73,71-76,75,68-70,82,71-82,52-60,84,80,80-85,79,66-75,79-86,74-77
Slashing Board Enforcer,Center,"6'8""",275,78,80,98,90,61,38,25,40,54,75,68,88,41,49,93,91,96,70,56,91,90
Slashing Paint Hawk,Center,"6'7""",251,73,71,85,63,54,77,81,70,70,85,75,88,75,75,83,74,88,84,69,85,86
Snatch & Slash Rim Rocker,Center,"6'9""",244,65,65,75,45,57,75,80,56,65,80,70,71,85,85,78,80,92,80,76,91,80
Steel Curtain,Center,"7'1""",255,80,60,63,81,65,70,80,81,76,38,25,90,40,45,95,72,96,62,48,95,76
Stretch Anchor,Center,"6'11"" to 7'4""",232-255,75-86,64-75,70-73,68-72,61-79,80-90,83-90,59-83,76-80,37-71,36-55,88-91,58-72,48-61,88-93,74-85,80-99,57-61,42-60,77-84,71-80
Stretch Board Enforcer,Center,"6'9"" to 7'4""",218-255,74-85,60-71,56-80,45-83,50-75,77-90,83-89,62-75,70-75,25-62,28-67,85-88,35-85,42-60,74-97,85-92,87-92,52-80,40-75,81-85,59-89
Stretch Diming Putback Pro,Center,"7'0"" to 7'1""",239-266,79-80,55-70,74-75,90,55-61,80-85,80-90,65-75,87,47-52,25-40,81-82,36-64,36-60,75-78,96-99,81-84,58-71,40-60,83-91,75-83
Stretch Glass Guardian,Center,"7'4""",252,82,71,68,82,75,80,89,86,82,53,40,80,58,53,93,85,92,54,41,80,69
Stretch Glass Guardian Dunker,Center,"6'11"" to 7'1""",241-247,85-91,72-74,81-90,90,72-76,72-76,82-84,71-80,63-79,45-52,41-46,82-83,32-50,38-60,87-90,86-93,90,50-64,51-52,84-85,78-86
Stretch Lob Threat Cleaner,Center,"6'10""",268,75,55,75,90,56,75,85,77,76,41,41,82,73,73,84,81,92,71,60,91,77
Stretch Lob Threat Crasher,Center,"7'0"" to 7'1""",261-266,79-84,54-70,55-75,90,77-79,80,90,65-67,76-80,40-71,37-46,82,36,37,84,92-99,84,58-66,45-52,91,70-80
Swats & Shots,Center,"6'11""",252,84,75,80,85,79,80,89,71,76,41,30,82,44,60,93,69,94,70,55,83,80
Table-Setting Board Enforcer,Center,"7'1""",251-260,78-82,54-75,57-65,81,61-80,39-80,25-78,43-88,87-99,47-61,25-51,85-88,38-63,43-49,85-97,85-94,90-95,47-63,41-50,90-91,70-77
The Anomaly,Center,"7'4""",247,84,70,73,90,87,74,78,70,76,52,40,82,59,38,93,70,94,55,42,86,68
Triple-Double Threat,Center,"6'11"" to 7'4""",230-279,80-92,60-90,51-82,65-94,65-94,79-93,69-90,64-92,85-93,40-75,25-60,74-85,32-63,32-60,74-93,65-93,80-94,54-71,41-60,71-94,66-80
Versatile Scorer,Center,"7'0""",240,80,59,75,90,80,84,90,66,77,74,60,84,62,60,82,80,90,71,51,83,79
Walking Bucket,Center,"7'0""",230,85,90,81,75,86,82,90,76,81,74,62,75,68,60,84,80,85,73,63,84,80
Yamming Force of Nature,Center,"7'0"" to 7'1""",220-246,75-80,70,82-89,90,60-79,80,60-78,71-72,76-82,49-60,30-40,82,62,37,84,92-94,90-92,70-72,50-60,73-90,83
